SKU Code,Store_Code,Projected_Probability
SKU_0519,STORE_14,0.086
SKU_0520,STORE_01,0.079
SKU_0520,STORE_02,0.045
SKU_0520,STORE_04,0.059
SKU_0520,STORE_05,0.074
SKU_0520,STORE_06,0.087
SKU_0520,STORE_07,0.037
SKU_0520,STORE_08,0.043
SKU_0520,STORE_09,0.127
SKU_0520,STORE_11,0.054
SKU_0520,STORE_12,0.062
SKU_0520,STORE_13,0.071
SKU_0520,STORE_14,0.069
SKU_0521,STORE_01,0.176
SKU_0521,STORE_02,0.119
SKU_0521,STORE_04,0.142
SKU_0521,STORE_05,0.176
SKU_0521,STORE_06,0.206
SKU_0521,STORE_07,0.121
SKU_0521,STORE_08,0.142
SKU_0521,STORE_09,0.303
SKU_0521,STORE_11,0.143
SKU_0521,STORE_12,0.138
SKU_0521,STORE_13,0.17
SKU_0521,STORE_14,0.167
SKU_0522,STORE_01,0.648
SKU_0522,STORE_02,0.557
SKU_0522,STORE_04,0.471
SKU_0522,STORE_05,0.468
SKU_0522,STORE_06,0.848
SKU_0522,STORE_07,0.507
SKU_0522,STORE_08,0.446
SKU_0522,STORE_09,0.657
SKU_0522,STORE_13,0.679
SKU_0522,STORE_14,0.47
SKU_0523,STORE_01,0.477
SKU_0523,STORE_02,0.553
SKU_0523,STORE_04,0.307
SKU_0523,STORE_05,0.386
SKU_0523,STORE_06,0.421
SKU_0523,STORE_07,0.374
SKU_0523,STORE_08,0.373
SKU_0523,STORE_09,0.549
SKU_0523,STORE_13,0.5
SKU_0523,STORE_14,0.466
SKU_0524,STORE_01,0.364
SKU_0524,STORE_02,0.37
SKU_0524,STORE_04,0.246
SKU_0524,STORE_05,0.312
SKU_0524,STORE_06,0.444
SKU_0524,STORE_07,0.285
SKU_0524,STORE_08,0.358
SKU_0524,STORE_09,0.527
SKU_0524,STORE_13,0.381
SKU_0524,STORE_14,0.312
SKU_0525,STORE_01,0.281
SKU_0525,STORE_02,0.315
SKU_0525,STORE_04,0.143
SKU_0525,STORE_05,0.353
SKU_0525,STORE_06,0.334
SKU_0525,STORE_07,0.22
SKU_0525,STORE_08,0.239
SKU_0525,STORE_09,0.352
SKU_0525,STORE_13,0.294
SKU_0525,STORE_14,0.265
SKU_0526,STORE_01,0.224
SKU_0526,STORE_02,0.276
SKU_0526,STORE_04,0.195
SKU_0526,STORE_05,0.107
SKU_0526,STORE_06,0.221
SKU_0526,STORE_07,0.175
SKU_0526,STORE_08,0.183
SKU_0526,STORE_09,0.269
SKU_0526,STORE_13,0.234
SKU_0526,STORE_14,0.233
SKU_0527,STORE_01,0.278
SKU_0527,STORE_02,0.259
SKU_0527,STORE_04,0.102
SKU_0527,STORE_05,0.222
SKU_0527,STORE_06,0.352
SKU_0527,STORE_07,0.218
SKU_0527,STORE_08,0.171
SKU_0527,STORE_09,0.252
SKU_0527,STORE_13,0.292
SKU_0527,STORE_14,0.219
SKU_0528,STORE_01,0.704
SKU_0528,STORE_02,0.549
SKU_0528,STORE_04,0.369
SKU_0528,STORE_05,0.69
SKU_0528,STORE_06,0.753
SKU_0528,STORE_07,0.551
SKU_0528,STORE_08,0.514
SKU_0528,STORE_09,0.757
SKU_0528,STORE_13,0.738
SKU_0528,STORE_14,0.463
SKU_0529,STORE_01,0.913
SKU_0529,STORE_02,0.748
SKU_0529,STORE_05,0.758
SKU_0529,STORE_06,1.185
SKU_0529,STORE_07,0.789
SKU_0529,STORE_08,0.874
SKU_0529,STORE_09,0.919
SKU_0529,STORE_13,0.844
SKU_0529,STORE_14,0.658
SKU_0530,STORE_01,0.673
SKU_0530,STORE_02,0.742
SKU_0530,STORE_05,0.625
SKU_0530,STORE_06,0.588
SKU_0530,STORE_07,0.581
SKU_0530,STORE_08,0.731
SKU_0530,STORE_09,0.768
SKU_0530,STORE_13,0.622
SKU_0530,STORE_14,0.653
SKU_0531,STORE_01,0.513
SKU_0531,STORE_02,0.497
SKU_0531,STORE_05,0.505
SKU_0531,STORE_06,0.621
SKU_0531,STORE_07,0.443
SKU_0531,STORE_08,0.701
SKU_0531,STORE_09,0.736
SKU_0531,STORE_13,0.474
SKU_0531,STORE_14,0.437
SKU_0532,STORE_01,0.396
SKU_0532,STORE_02,0.423
SKU_0532,STORE_05,0.572
SKU_0532,STORE_06,0.467
SKU_0532,STORE_07,0.342
SKU_0532,STORE_08,0.469
SKU_0532,STORE_09,0.492
SKU_0532,STORE_13,0.366
SKU_0532,STORE_14,0.372
SKU_0533,STORE_01,0.315
SKU_0533,STORE_02,0.371
SKU_0533,STORE_05,0.173
SKU_0533,STORE_06,0.309
SKU_0533,STORE_07,0.272
SKU_0533,STORE_08,0.358
SKU_0533,STORE_09,0.376
SKU_0533,STORE_13,0.292
SKU_0533,STORE_14,0.326
SKU_0534,STORE_01,0.392
SKU_0534,STORE_02,0.348
SKU_0534,STORE_05,0.359
SKU_0534,STORE_06,0.492
SKU_0534,STORE_07,0.339
SKU_0534,STORE_08,0.336
SKU_0534,STORE_09,0.353
SKU_0534,STORE_13,0.363
SKU_0534,STORE_14,0.306
SKU_0535,STORE_01,0.993
SKU_0535,STORE_02,0.737
SKU_0535,STORE_05,1.117
SKU_0535,STORE_06,1.053
SKU_0535,STORE_07,0.858
SKU_0535,STORE_08,1.007
SKU_0535,STORE_09,1.058
SKU_0535,STORE_13,0.918
SKU_0535,STORE_14,0.648
SKU_0536,STORE_01,0.268
SKU_0536,STORE_02,0.184
SKU_0536,STORE_05,0.234
SKU_0536,STORE_06,0.291
SKU_0536,STORE_07,0.196
SKU_0536,STORE_08,0.243
SKU_0536,STORE_09,0.408
SKU_0536,STORE_13,0.228
SKU_0536,STORE_14,0.256
SKU_0537,STORE_01,0.238
SKU_0537,STORE_02,0.157
SKU_0537,STORE_05,0.201
SKU_0537,STORE_06,0.25
SKU_0537,STORE_07,0.151
SKU_0537,STORE_08,0.187
SKU_0537,STORE_09,0.351
SKU_0537,STORE_13,0.196
SKU_0537,STORE_14,0.219
SKU_0538,STORE_01,0.173
SKU_0538,STORE_02,0.168
SKU_0538,STORE_05,0.183
SKU_0538,STORE_06,0.229
SKU_0538,STORE_07,0.139
SKU_0538,STORE_08,0.172
SKU_0538,STORE_09,0.32
SKU_0538,STORE_13,0.179
SKU_0538,STORE_14,0.185
SKU_0539,STORE_01,0.167
SKU_0539,STORE_02,0.139
SKU_0539,STORE_05,0.145
SKU_0539,STORE_06,0.181
SKU_0539,STORE_07,0.118
SKU_0539,STORE_08,0.147
SKU_0539,STORE_09,0.253
SKU_0539,STORE_13,0.142
SKU_0539,STORE_14,0.156
SKU_0540,STORE_01,0.126
SKU_0540,STORE_02,0.083
SKU_0540,STORE_05,0.097
SKU_0540,STORE_06,0.121
SKU_0540,STORE_07,0.074
SKU_0540,STORE_08,0.092
SKU_0540,STORE_09,0.169
SKU_0540,STORE_13,0.094
SKU_0540,STORE_14,0.103
SKU_0541,STORE_01,0.1
SKU_0541,STORE_02,0.054
SKU_0541,STORE_05,0.092
SKU_0541,STORE_06,0.115
SKU_0541,STORE_07,0.044
SKU_0541,STORE_08,0.055
SKU_0541,STORE_09,0.16
SKU_0541,STORE_13,0.09
SKU_0541,STORE_14,0.083
SKU_0542,STORE_01,0.221
SKU_0542,STORE_02,0.141
SKU_0542,STORE_05,0.219
SKU_0542,STORE_06,0.273
SKU_0542,STORE_07,0.145
SKU_0542,STORE_08,0.181
SKU_0542,STORE_09,0.382
SKU_0542,STORE_13,0.213
SKU_0542,STORE_14,0.201
SKU_0543,STORE_01,0.167
SKU_0543,STORE_02,0.12
SKU_0543,STORE_03,0.164
SKU_0543,STORE_04,0.093
SKU_0543,STORE_05,0.147
SKU_0543,STORE_06,0.194
SKU_0543,STORE_07,0.139
SKU_0543,STORE_15,0.193
SKU_0543,STORE_08,0.144
SKU_0543,STORE_09,0.259
SKU_0543,STORE_16,0.178
SKU_0543,STORE_10,0.194
SKU_0543,STORE_11,0.134
SKU_0543,STORE_12,0.155
SKU_0543,STORE_13,0.188
SKU_0543,STORE_17,0.155
SKU_0543,STORE_14,0.141
SKU_0544,STORE_01,0.143
SKU_0544,STORE_02,0.099
SKU_0544,STORE_03,0.14
SKU_0544,STORE_04,0.09
SKU_0544,STORE_05,0.142
SKU_0544,STORE_06,0.169
SKU_0544,STORE_07,0.139
SKU_0544,STORE_15,0.15
SKU_0544,STORE_08,0.145
SKU_0544,STORE_09,0.222
SKU_0544,STORE_16,0.152
SKU_0544,STORE_10,0.165
SKU_0544,STORE_11,0.116
SKU_0544,STORE_12,0.15
SKU_0544,STORE_13,0.161
SKU_0544,STORE_17,0.133
SKU_0544,STORE_14,0.12
SKU_0545,STORE_01,0.127
SKU_0545,STORE_02,0.123
SKU_0545,STORE_03,0.124
SKU_0545,STORE_04,0.08
SKU_0545,STORE_05,0.127
SKU_0545,STORE_06,0.14
SKU_0545,STORE_07,0.112
SKU_0545,STORE_15,0.101
SKU_0545,STORE_08,0.116
SKU_0545,STORE_09,0.196
SKU_0545,STORE_16,0.135
SKU_0545,STORE_10,0.147
SKU_0545,STORE_11,0.097
SKU_0545,STORE_12,0.134
SKU_0545,STORE_13,0.143
SKU_0545,STORE_17,0.118
SKU_0545,STORE_14,0.107
SKU_0546,STORE_01,0.09
SKU_0546,STORE_02,0.101
SKU_0546,STORE_03,0.094
SKU_0546,STORE_04,0.068
SKU_0546,STORE_05,0.107
SKU_0546,STORE_06,0.107
SKU_0546,STORE_07,0.095
SKU_0546,STORE_15,0.076
SKU_0546,STORE_08,0.099
SKU_0546,STORE_09,0.139
SKU_0546,STORE_16,0.103
SKU_0546,STORE_10,0.112
SKU_0546,STORE_11,0.074
SKU_0546,STORE_12,0.113
SKU_0546,STORE_13,0.101
SKU_0546,STORE_17,0.09
SKU_0546,STORE_14,0.081
SKU_0547,STORE_01,0.067
SKU_0547,STORE_02,0.065
SKU_0547,STORE_03,0.063
SKU_0547,STORE_04,0.044
SKU_0547,STORE_05,0.07
SKU_0547,STORE_06,0.061
SKU_0547,STORE_07,0.052
SKU_0547,STORE_15,0.05
SKU_0547,STORE_08,0.054
SKU_0547,STORE_09,0.103
SKU_0547,STORE_16,0.069
SKU_0547,STORE_10,0.075
SKU_0547,STORE_11,0.042
SKU_0547,STORE_12,0.074
SKU_0547,STORE_13,0.075
SKU_0547,STORE_17,0.06
SKU_0547,STORE_14,0.055
SKU_0548,STORE_01,0.08
SKU_0548,STORE_02,0.061
SKU_0548,STORE_03,0.064
SKU_0548,STORE_04,0.044
SKU_0548,STORE_05,0.069
SKU_0548,STORE_06,0.072
SKU_0548,STORE_07,0.043
SKU_0548,STORE_15,0.071
SKU_0548,STORE_08,0.045
SKU_0548,STORE_09,0.124
SKU_0548,STORE_16,0.069
SKU_0548,STORE_10,0.075
SKU_0548,STORE_11,0.05
SKU_0548,STORE_12,0.073
SKU_0548,STORE_13,0.09
SKU_0548,STORE_17,0.06
SKU_0548,STORE_14,0.055
SKU_0549,STORE_01,0.16
SKU_0549,STORE_02,0.138
SKU_0549,STORE_03,0.147
SKU_0549,STORE_04,0.081
SKU_0549,STORE_05,0.128
SKU_0549,STORE_06,0.211
SKU_0549,STORE_07,0.119
SKU_0549,STORE_15,0.127
SKU_0549,STORE_08,0.124
SKU_0549,STORE_09,0.247
SKU_0549,STORE_16,0.16
SKU_0549,STORE_10,0.174
SKU_0549,STORE_11,0.146
SKU_0549,STORE_12,0.135
SKU_0549,STORE_13,0.18
SKU_0549,STORE_17,0.14
SKU_0549,STORE_14,0.127
SKU_0550,STORE_01,0.444
SKU_0550,STORE_02,0.343
SKU_0550,STORE_03,0.47
SKU_0550,STORE_04,0.315
SKU_0550,STORE_05,0.421
SKU_0550,STORE_06,0.463
SKU_0550,STORE_07,0.381
SKU_0550,STORE_15,0.482
SKU_0550,STORE_08,0.497
SKU_0550,STORE_09,0.677
SKU_0550,STORE_16,0.449
SKU_0550,STORE_10,0.421
SKU_0550,STORE_11,0.436
SKU_0550,STORE_12,0.451
SKU_0550,STORE_13,0.384
SKU_0550,STORE_17,0.439
SKU_0550,STORE_14,0.48
SKU_0551,STORE_01,0.395
SKU_0551,STORE_02,0.293
SKU_0551,STORE_03,0.402
SKU_0551,STORE_04,0.222
SKU_0551,STORE_05,0.362
SKU_0551,STORE_06,0.398
SKU_0551,STORE_07,0.293
SKU_0551,STORE_15,0.413
SKU_0551,STORE_08,0.383
SKU_0551,STORE_09,0.582
SKU_0551,STORE_16,0.384
SKU_0551,STORE_10,0.361
SKU_0551,STORE_11,0.373
SKU_0551,STORE_12,0.401
SKU_0551,STORE_13,0.33
SKU_0551,STORE_17,0.376
SKU_0551,STORE_14,0.411
SKU_0552,STORE_01,0.287
SKU_0552,STORE_02,0.313
SKU_0552,STORE_03,0.34
SKU_0552,STORE_04,0.195
SKU_0552,STORE_05,0.33
SKU_0552,STORE_06,0.363
SKU_0552,STORE_07,0.27
SKU_0552,STORE_15,0.349
SKU_0552,STORE_08,0.352
SKU_0552,STORE_09,0.532
SKU_0552,STORE_16,0.324
SKU_0552,STORE_10,0.305
SKU_0552,STORE_11,0.397
SKU_0552,STORE_12,0.292
SKU_0552,STORE_13,0.301
SKU_0552,STORE_17,0.318
SKU_0552,STORE_14,0.347
SKU_0553,STORE_01,0.277
SKU_0553,STORE_02,0.259
SKU_0553,STORE_03,0.287
SKU_0553,STORE_04,0.164
SKU_0553,STORE_05,0.261
SKU_0553,STORE_06,0.288
SKU_0553,STORE_07,0.23
SKU_0553,STORE_15,0.294
SKU_0553,STORE_08,0.3
SKU_0553,STORE_09,0.421
SKU_0553,STORE_16,0.274
SKU_0553,STORE_10,0.257
SKU_0553,STORE_11,0.329
SKU_0553,STORE_12,0.281
SKU_0553,STORE_13,0.238
SKU_0553,STORE_17,0.268
SKU_0553,STORE_14,0.293
SKU_0554,STORE_01,0.209
SKU_0554,STORE_02,0.155
SKU_0554,STORE_03,0.19
SKU_0554,STORE_04,0.11
SKU_0554,STORE_05,0.174
SKU_0554,STORE_06,0.192
SKU_0554,STORE_07,0.144
SKU_0554,STORE_15,0.195
SKU_0554,STORE_08,0.188
SKU_0554,STORE_09,0.28
SKU_0554,STORE_16,0.181
SKU_0554,STORE_10,0.17
SKU_0554,STORE_11,0.197
SKU_0554,STORE_12,0.212
SKU_0554,STORE_13,0.159
SKU_0554,STORE_17,0.178
SKU_0554,STORE_14,0.194
SKU_0555,STORE_01,0.165
SKU_0555,STORE_02,0.1
SKU_0555,STORE_03,0.153
SKU_0555,STORE_04,0.102
SKU_0555,STORE_05,0.166
SKU_0555,STORE_06,0.182
SKU_0555,STORE_07,0.086
SKU_0555,STORE_15,0.157
SKU_0555,STORE_08,0.113
SKU_0555,STORE_09,0.267
SKU_0555,STORE_16,0.146
SKU_0555,STORE_10,0.137
SKU_0555,STORE_11,0.127
SKU_0555,STORE_12,0.168
SKU_0555,STORE_13,0.151
SKU_0555,STORE_17,0.143
SKU_0555,STORE_14,0.156
SKU_0556,STORE_01,0.367
SKU_0556,STORE_02,0.263
SKU_0556,STORE_03,0.369
SKU_0556,STORE_04,0.245
SKU_0556,STORE_05,0.394
SKU_0556,STORE_06,0.433
SKU_0556,STORE_07,0.283
SKU_0556,STORE_15,0.379
SKU_0556,STORE_08,0.369
SKU_0556,STORE_09,0.634
SKU_0556,STORE_16,0.353
SKU_0556,STORE_10,0.331
SKU_0556,STORE_11,0.334
SKU_0556,STORE_12,0.372
SKU_0556,STORE_13,0.359
SKU_0556,STORE_17,0.345
SKU_0556,STORE_14,0.378
SKU_0557,STORE_01,0.164
SKU_0557,STORE_02,0.107
SKU_0557,STORE_03,0.134
SKU_0557,STORE_04,0.135
SKU_0557,STORE_05,0.163
SKU_0557,STORE_06,0.209
SKU_0557,STORE_07,0.111
SKU_0557,STORE_15,0.208
SKU_0557,STORE_08,0.151
SKU_0557,STORE_09,0.244
SKU_0557,STORE_16,0.124
SKU_0557,STORE_10,0.118
SKU_0557,STORE_11,0.188
SKU_0557,STORE_12,0.162
SKU_0557,STORE_13,0.152
SKU_0557,STORE_17,0.158
SKU_0557,STORE_14,0.205
SKU_0558,STORE_01,0.141
SKU_0558,STORE_02,0.088
SKU_0558,STORE_03,0.115
SKU_0558,STORE_04,0.131
SKU_0558,STORE_05,0.158
SKU_0558,STORE_06,0.181
SKU_0558,STORE_07,0.112
SKU_0558,STORE_15,0.161
SKU_0558,STORE_08,0.151
SKU_0558,STORE_09,0.209
SKU_0558,STORE_16,0.106
SKU_0558,STORE_10,0.1
SKU_0558,STORE_11,0.163
SKU_0558,STORE_12,0.157
SKU_0558,STORE_13,0.13
SKU_0558,STORE_17,0.135
SKU_0558,STORE_14,0.175
SKU_0559,STORE_01,0.125
SKU_0559,STORE_02,0.109
SKU_0559,STORE_03,0.102
SKU_0559,STORE_04,0.117
SKU_0559,STORE_05,0.141
SKU_0559,STORE_06,0.15
SKU_0559,STORE_07,0.09
SKU_0559,STORE_15,0.109
SKU_0559,STORE_08,0.122
SKU_0559,STORE_09,0.185
SKU_0559,STORE_16,0.094
SKU_0559,STORE_10,0.089
SKU_0559,STORE_11,0.136
SKU_0559,STORE_12,0.14
SKU_0559,STORE_13,0.115
SKU_0559,STORE_17,0.119
SKU_0559,STORE_14,0.156
SKU_0560,STORE_01,0.088
SKU_0560,STORE_02,0.09
SKU_0560,STORE_03,0.078
SKU_0560,STORE_04,0.098
SKU_0560,STORE_05,0.119
SKU_0560,STORE_06,0.115
SKU_0560,STORE_07,0.076
SKU_0560,STORE_15,0.082
SKU_0560,STORE_08,0.103
SKU_0560,STORE_09,0.131
SKU_0560,STORE_16,0.072
SKU_0560,STORE_10,0.068
SKU_0560,STORE_11,0.104
SKU_0560,STORE_12,0.118
SKU_0560,STORE_13,0.082
SKU_0560,STORE_17,0.091
SKU_0560,STORE_14,0.118
SKU_0561,STORE_01,0.065
SKU_0561,STORE_02,0.057
SKU_0561,STORE_03,0.052
SKU_0561,STORE_04,0.064
SKU_0561,STORE_05,0.077
SKU_0561,STORE_06,0.065
SKU_0561,STORE_07,0.042
SKU_0561,STORE_15,0.054
SKU_0561,STORE_08,0.057
SKU_0561,STORE_09,0.097
SKU_0561,STORE_16,0.048
SKU_0561,STORE_10,0.045
SKU_0561,STORE_11,0.059
SKU_0561,STORE_12,0.077
SKU_0561,STORE_13,0.061
SKU_0561,STORE_17,0.061
SKU_0561,STORE_14,0.079
SKU_0562,STORE_01,0.078
SKU_0562,STORE_02,0.054
SKU_0562,STORE_03,0.052
SKU_0562,STORE_04,0.064
SKU_0562,STORE_05,0.077
SKU_0562,STORE_06,0.078
SKU_0562,STORE_07,0.035
SKU_0562,STORE_15,0.076
SKU_0562,STORE_08,0.047
SKU_0562,STORE_09,0.117
SKU_0562,STORE_16,0.048
SKU_0562,STORE_10,0.046
SKU_0562,STORE_11,0.07
SKU_0562,STORE_12,0.076
SKU_0562,STORE_13,0.073
SKU_0562,STORE_17,0.061
SKU_0562,STORE_14,0.08
SKU_0563,STORE_01,0.157
SKU_0563,STORE_02,0.122
SKU_0563,STORE_03,0.121
SKU_0563,STORE_04,0.118
SKU_0563,STORE_05,0.142
SKU_0563,STORE_06,0.227
SKU_0563,STORE_07,0.095
SKU_0563,STORE_15,0.137
SKU_0563,STORE_08,0.129
SKU_0563,STORE_09,0.233
SKU_0563,STORE_16,0.112
SKU_0563,STORE_10,0.106
SKU_0563,STORE_11,0.205
SKU_0563,STORE_12,0.141
SKU_0563,STORE_13,0.145
SKU_0563,STORE_17,0.142
SKU_0563,STORE_14,0.185
SKU_0564,STORE_01,0.183
SKU_0564,STORE_02,0.115
SKU_0564,STORE_03,0.142
SKU_0564,STORE_04,0.128
SKU_0564,STORE_05,0.149
SKU_0564,STORE_06,0.219
SKU_0564,STORE_07,0.121
SKU_0564,STORE_15,0.219
SKU_0564,STORE_08,0.152
SKU_0564,STORE_09,0.282
SKU_0564,STORE_16,0.149
SKU_0564,STORE_10,0.144
SKU_0564,STORE_11,0.177
SKU_0564,STORE_12,0.125
SKU_0564,STORE_13,0.161
SKU_0564,STORE_17,0.145
SKU_0564,STORE_14,0.169
SKU_0565,STORE_01,0.157
SKU_0565,STORE_02,0.095
SKU_0565,STORE_03,0.121
SKU_0565,STORE_04,0.124
SKU_0565,STORE_05,0.144
SKU_0565,STORE_06,0.19
SKU_0565,STORE_07,0.122
SKU_0565,STORE_15,0.17
SKU_0565,STORE_08,0.152
SKU_0565,STORE_09,0.242
SKU_0565,STORE_16,0.127
SKU_0565,STORE_10,0.123
SKU_0565,STORE_11,0.154
SKU_0565,STORE_12,0.121
SKU_0565,STORE_13,0.138
SKU_0565,STORE_17,0.124
SKU_0565,STORE_14,0.144
SKU_0566,STORE_01,0.139
SKU_0566,STORE_02,0.118
SKU_0566,STORE_03,0.108
SKU_0566,STORE_04,0.11
SKU_0566,STORE_05,0.129
SKU_0566,STORE_06,0.158
SKU_0566,STORE_07,0.098
SKU_0566,STORE_15,0.115
SKU_0566,STORE_08,0.122
SKU_0566,STORE_09,0.214
SKU_0566,STORE_16,0.113
SKU_0566,STORE_10,0.109
SKU_0566,STORE_11,0.128
SKU_0566,STORE_12,0.108
SKU_0566,STORE_13,0.122
SKU_0566,STORE_17,0.11
SKU_0566,STORE_14,0.128
SKU_0567,STORE_01,0.098
SKU_0567,STORE_02,0.097
SKU_0567,STORE_03,0.082
SKU_0567,STORE_04,0.093
SKU_0567,STORE_05,0.109
SKU_0567,STORE_06,0.121
SKU_0567,STORE_07,0.083
SKU_0567,STORE_15,0.086
SKU_0567,STORE_08,0.104
SKU_0567,STORE_09,0.151
SKU_0567,STORE_16,0.086
SKU_0567,STORE_10,0.083
SKU_0567,STORE_11,0.098
SKU_0567,STORE_12,0.091
SKU_0567,STORE_13,0.086
SKU_0567,STORE_17,0.084
SKU_0567,STORE_14,0.098
SKU_0568,STORE_01,0.073
SKU_0568,STORE_02,0.062
SKU_0568,STORE_03,0.055
SKU_0568,STORE_04,0.061
SKU_0568,STORE_05,0.071
SKU_0568,STORE_06,0.068
SKU_0568,STORE_07,0.046
SKU_0568,STORE_15,0.057
SKU_0568,STORE_08,0.057
SKU_0568,STORE_09,0.112
SKU_0568,STORE_16,0.058
SKU_0568,STORE_10,0.055
SKU_0568,STORE_11,0.055
SKU_0568,STORE_12,0.06
SKU_0568,STORE_13,0.064
SKU_0568,STORE_17,0.056
SKU_0568,STORE_14,0.065
SKU_0569,STORE_01,0.087
SKU_0569,STORE_02,0.058
SKU_0569,STORE_03,0.055
SKU_0569,STORE_04,0.06
SKU_0569,STORE_05,0.07
SKU_0569,STORE_06,0.081
SKU_0569,STORE_07,0.038
SKU_0569,STORE_15,0.08
SKU_0569,STORE_08,0.048
SKU_0569,STORE_09,0.135
SKU_0569,STORE_16,0.058
SKU_0569,STORE_10,0.056
SKU_0569,STORE_11,0.066
SKU_0569,STORE_12,0.059
SKU_0569,STORE_13,0.077
SKU_0569,STORE_17,0.056
SKU_0569,STORE_14,0.066
SKU_0570,STORE_01,0.175
SKU_0570,STORE_02,0.132
SKU_0570,STORE_03,0.128
SKU_0570,STORE_04,0.111
SKU_0570,STORE_05,0.13
SKU_0570,STORE_06,0.238
SKU_0570,STORE_07,0.104
SKU_0570,STORE_15,0.144
SKU_0570,STORE_08,0.13
SKU_0570,STORE_09,0.269
SKU_0570,STORE_16,0.134
SKU_0570,STORE_10,0.129
SKU_0570,STORE_11,0.193
SKU_0570,STORE_12,0.109
SKU_0570,STORE_13,0.154
SKU_0570,STORE_17,0.13
SKU_0570,STORE_14,0.152
SKU_0571,STORE_01,0.315
SKU_0571,STORE_02,0.2
SKU_0571,STORE_04,0.238
SKU_0571,STORE_05,0.27
SKU_0571,STORE_06,0.332
SKU_0571,STORE_07,0.205
SKU_0571,STORE_08,0.276
SKU_0571,STORE_09,0.33
SKU_0571,STORE_11,0.239
SKU_0571,STORE_13,0.263
SKU_0571,STORE_14,0.286
SKU_0572,STORE_01,0.28
SKU_0572,STORE_02,0.171
SKU_0572,STORE_04,0.168
SKU_0572,STORE_05,0.232
SKU_0572,STORE_06,0.285
SKU_0572,STORE_07,0.157
SKU_0572,STORE_08,0.212
SKU_0572,STORE_09,0.284
SKU_0572,STORE_11,0.204
SKU_0572,STORE_13,0.226
SKU_0572,STORE_14,0.245
SKU_0573,STORE_01,0.204
SKU_0573,STORE_02,0.183
SKU_0573,STORE_04,0.147
SKU_0573,STORE_05,0.212
SKU_0573,STORE_06,0.261
SKU_0573,STORE_07,0.145
SKU_0573,STORE_08,0.195
SKU_0573,STORE_09,0.26
SKU_0573,STORE_11,0.217
SKU_0573,STORE_13,0.206
SKU_0573,STORE_14,0.207
SKU_0574,STORE_01,0.197
SKU_0574,STORE_02,0.151
SKU_0574,STORE_04,0.123
SKU_0574,STORE_05,0.168
SKU_0574,STORE_06,0.206
SKU_0574,STORE_07,0.124
SKU_0574,STORE_08,0.167
SKU_0574,STORE_09,0.205
SKU_0574,STORE_11,0.18
SKU_0574,STORE_13,0.163
SKU_0574,STORE_14,0.175
SKU_0575,STORE_01,0.148
SKU_0575,STORE_02,0.09
SKU_0575,STORE_04,0.083
SKU_0575,STORE_05,0.112
SKU_0575,STORE_06,0.137
SKU_0575,STORE_07,0.077
SKU_0575,STORE_08,0.104
SKU_0575,STORE_09,0.137
SKU_0575,STORE_11,0.108
SKU_0575,STORE_13,0.109
SKU_0575,STORE_14,0.116
SKU_0576,STORE_01,0.117
SKU_0576,STORE_02,0.058
SKU_0576,STORE_04,0.077
SKU_0576,STORE_05,0.106
SKU_0576,STORE_06,0.131
SKU_0576,STORE_07,0.046
SKU_0576,STORE_08,0.062
SKU_0576,STORE_09,0.13
SKU_0576,STORE_11,0.069
SKU_0576,STORE_13,0.103
SKU_0576,STORE_14,0.093
SKU_0577,STORE_01,0.261
SKU_0577,STORE_02,0.153
SKU_0577,STORE_04,0.185
SKU_0577,STORE_05,0.253
SKU_0577,STORE_06,0.31
SKU_0577,STORE_07,0.152
SKU_0577,STORE_08,0.205
SKU_0577,STORE_09,0.309
SKU_0577,STORE_11,0.183
SKU_0577,STORE_13,0.246
SKU_0577,STORE_14,0.225
SKU_0578,STORE_01,0.504
SKU_0578,STORE_02,0.318
SKU_0578,STORE_03,0.414
SKU_0578,STORE_04,0.339
SKU_0578,STORE_05,0.415
SKU_0578,STORE_06,0.501
SKU_0578,STORE_07,0.281
SKU_0578,STORE_15,0.584
SKU_0578,STORE_08,0.517
SKU_0578,STORE_16,0.404
SKU_0578,STORE_10,0.377
SKU_0578,STORE_11,0.435
SKU_0578,STORE_12,0.35
SKU_0578,STORE_13,0.276
SKU_0578,STORE_17,0.378
SKU_0578,STORE_14,0.38
SKU_0579,STORE_01,0.448
SKU_0579,STORE_02,0.271
SKU_0579,STORE_03,0.354
SKU_0579,STORE_04,0.239
SKU_0579,STORE_05,0.356
SKU_0579,STORE_06,0.431
SKU_0579,STORE_07,0.216
SKU_0579,STORE_15,0.5
SKU_0579,STORE_08,0.398
SKU_0579,STORE_16,0.346
SKU_0579,STORE_10,0.323
SKU_0579,STORE_11,0.371
SKU_0579,STORE_12,0.311
SKU_0579,STORE_13,0.237
SKU_0579,STORE_17,0.324
SKU_0579,STORE_14,0.326
SKU_0580,STORE_01,0.326
SKU_0580,STORE_02,0.289
SKU_0580,STORE_03,0.299
SKU_0580,STORE_04,0.21
SKU_0580,STORE_05,0.326
SKU_0580,STORE_06,0.393
SKU_0580,STORE_07,0.199
SKU_0580,STORE_15,0.422
SKU_0580,STORE_08,0.366
SKU_0580,STORE_16,0.292
SKU_0580,STORE_10,0.272
SKU_0580,STORE_11,0.396
SKU_0580,STORE_12,0.226
SKU_0580,STORE_13,0.217
SKU_0580,STORE_17,0.273
SKU_0580,STORE_14,0.275
